Name,Symbol,Side,Status,Filled,Total Qty,Price,Avg Price,Time-in-Force,Placed Time,Filled Time
QQQ260408C00597000,QQQ260408C00597000,Sell,Filled,1,1,1.3600000000,1.3600000000,DAY,04/07/2026 15:52:42 EDT,04/07/2026 15:52:42 EDT
QQQ260408C00597000,QQQ260408C00597000,Buy,Filled,1,1,1.3000000000,1.3000000000,DAY,04/07/2026 15:50:52 EDT,04/07/2026 15:50:52 EDT
QQQ260407C00587000,QQQ260407C00587000,Sell,Filled,1,1,1.2500000000,1.2500000000,DAY,04/07/2026 15:45:56 EDT,04/07/2026 15:45:56 EDT
QQQ260407C00587000,QQQ260407C00587000,Sell,Filled,1,1,1.3700000000,1.3700000000,DAY,04/07/2026 15:45:52 EDT,04/07/2026 15:45:58 EDT
QQQ260407C00587000,QQQ260407C00587000,Sell,Filled,1,1,0.4300000000,0.4300000000,DAY,04/07/2026 15:44:33 EDT,04/07/2026 15:44:33 EDT
QQQ260407C00587000,QQQ260407C00587000,Buy,Filled,3,3,0.3600000000,0.3600000000,DAY,04/07/2026 15:24:18 EDT,04/07/2026 15:24:18 EDT
QQQ260407C00585000,QQQ260407C00585000,Sell,Cancelled,0,1,@2.72,,DAY,04/07/2026 15:18:41 EDT,
QQQ260407C00585000,QQQ260407C00585000,Sell,Filled,1,1,@1.3200000000,1.3200000000,DAY,04/07/2026 15:18:41 EDT,04/07/2026 15:21:14 EDT
QQQ260407C00585000,QQQ260407C00585000,Sell,Filled,1,1,0.7800000000,0.7800000000,DAY,04/07/2026 15:18:32 EDT,04/07/2026 15:18:32 EDT
QQQ260407C00585000,QQQ260407C00585000,Sell,Filled,1,1,0.8600000000,0.8600000000,DAY,04/07/2026 15:18:23 EDT,04/07/2026 15:18:23 EDT
QQQ260407C00585000,QQQ260407C00585000,Sell,Filled,1,1,0.5100000000,0.5100000000,DAY,04/07/2026 15:18:10 EDT,04/07/2026 15:18:11 EDT
QQQ260407C00585000,QQQ260407C00585000,Buy,Filled,4,4,0.3800000000,0.3800000000,DAY,04/07/2026 15:17:11 EDT,04/07/2026 15:17:11 EDT
QQQ260407C00583000,QQQ260407C00583000,Sell,Filled,1,1,@1.3200000000,1.3200000000,DAY,04/07/2026 11:11:22 EDT,04/07/2026 11:16:23 EDT
QQQ260407C00583000,QQQ260407C00583000,Sell,Cancelled,0,1,@1.61,,DAY,04/07/2026 11:11:22 EDT,
QQQ260407C00583000,QQQ260407C00583000,Sell,Filled,1,1,0.7600000000,0.7600000000,DAY,04/07/2026 11:11:16 EDT,04/07/2026 11:11:16 EDT
QQQ260407C00583000,QQQ260407C00583000,Sell,Filled,1,1,0.7700000000,0.7700000000,DAY,04/07/2026 11:11:10 EDT,04/07/2026 11:11:10 EDT
QQQ260407C00583000,QQQ260407C00583000,Sell,Filled,1,1,0.7300000000,0.7300000000,DAY,04/07/2026 11:10:50 EDT,04/07/2026 11:10:50 EDT
QQQ260407C00583000,QQQ260407C00583000,Buy,Filled,4,4,0.6800000000,0.6800000000,DAY,04/07/2026 11:10:06 EDT,04/07/2026 11:10:06 EDT
QQQ260407P00577000,QQQ260407P00577000,Sell,Filled,1,1,0.9300000000,0.9300000000,DAY,04/07/2026 11:00:17 EDT,04/07/2026 11:00:17 EDT
QQQ260407P00577000,QQQ260407P00577000,Sell,Cancelled,0,1,@1.17,,DAY,04/07/2026 10:59:22 EDT,
QQQ260407P00577000,QQQ260407P00577000,Sell,Cancelled,0,1,0.830,,DAY,04/07/2026 10:59:22 EDT,
QQQ260407P00577000,QQQ260407P00577000,Sell,Filled,1,1,0.8100000000,0.8100000000,DAY,04/07/2026 10:59:15 EDT,04/07/2026 10:59:15 EDT
QQQ260407P00577000,QQQ260407P00577000,Sell,Filled,1,1,0.8200000000,0.8200000000,DAY,04/07/2026 10:59:07 EDT,04/07/2026 10:59:07 EDT
QQQ260407P00577000,QQQ260407P00577000,Sell,Filled,1,1,0.7600000000,0.7600000000,DAY,04/07/2026 10:59:04 EDT,04/07/2026 10:59:04 EDT
QQQ260407P00577000,QQQ260407P00577000,Buy,Filled,4,4,0.7000000000,0.7000000000,DAY,04/07/2026 10:42:50 EDT,04/07/2026 10:42:50 EDT
QQQ260406P00587000,QQQ260406P00587000,Sell,Filled,3,3,0.1200000000,0.1200000000,DAY,04/06/2026 15:33:59 EDT,04/06/2026 15:33:59 EDT
QQQ260406P00587000,QQQ260406P00587000,Buy,Filled,3,3,0.1900000000,0.1900000000,DAY,04/06/2026 15:31:30 EDT,04/06/2026 15:31:30 EDT
QQQ260406P00587000,QQQ260406P00587000,Sell,Cancelled,0,1,@0.700,,DAY,04/06/2026 15:10:08 EDT,
QQQ260406P00587000,QQQ260406P00587000,Sell,Filled,1,1,@0.1800000000,0.1800000000,DAY,04/06/2026 15:10:08 EDT,04/06/2026 15:13:09 EDT
QQQ260406P00587000,QQQ260406P00587000,Sell,Filled,1,1,0.2100000000,0.2100000000,DAY,04/06/2026 15:10:00 EDT,04/06/2026 15:10:00 EDT
QQQ260406P00587000,QQQ260406P00587000,Sell,Filled,1,1,0.2100000000,0.2100000000,DAY,04/06/2026 15:09:18 EDT,04/06/2026 15:09:18 EDT
QQQ260406P00587000,QQQ260406P00587000,Buy,Filled,3,3,0.2000000000,0.2000000000,DAY,04/06/2026 15:08:25 EDT,04/06/2026 15:08:25 EDT
QQQ260406C00588000,QQQ260406C00588000,Sell,Cancelled,0,1,@2.00,,DAY,04/06/2026 15:01:21 EDT,
QQQ260406C00588000,QQQ260406C00588000,Sell,Filled,1,1,@0.4900000000,0.4900000000,DAY,04/06/2026 15:01:21 EDT,04/06/2026 15:07:10 EDT
QQQ260406C00588000,QQQ260406C00588000,Sell,Cancelled,0,1,0.500,,DAY,04/06/2026 15:00:08 EDT,
QQQ260406C00588000,QQQ260406C00588000,Sell,Cancelled,0,1,@2.37,,DAY,04/06/2026 15:00:08 EDT,
QQQ260406C00588000,QQQ260406C00588000,Sell,Cancelled,0,1,0.500,,DAY,04/06/2026 14:56:11 EDT,
QQQ260406C00588000,QQQ260406C00588000,Sell,Cancelled,0,1,@2.00,,DAY,04/06/2026 14:56:11 EDT,
QQQ260406C00588000,QQQ260406C00588000,Sell,Filled,1,1,0.6000000000,0.6000000000,DAY,04/06/2026 14:56:03 EDT,04/06/2026 14:56:04 EDT
QQQ260406C00588000,QQQ260406C00588000,Sell,Filled,1,1,0.6800000000,0.6800000000,DAY,04/06/2026 14:55:13 EDT,04/06/2026 14:55:13 EDT
QQQ260406C00588000,QQQ260406C00588000,Sell,Filled,1,1,0.6800000000,0.6800000000,DAY,04/06/2026 14:45:27 EDT,04/06/2026 14:45:27 EDT
QQQ260406C00588000,QQQ260406C00588000,Buy,Filled,4,4,0.5700000000,0.5700000000,DAY,04/06/2026 14:45:09 EDT,04/06/2026 14:45:10 EDT
SPY260406P00655000,SPY260406P00655000,Sell,Filled,1,1,@0.8200000000,0.8200000000,DAY,04/06/2026 13:11:29 EDT,04/06/2026 13:12:53 EDT
SPY260406P00655000,SPY260406P00655000,Sell,Cancelled,0,1,0.510,,DAY,04/06/2026 13:11:29 EDT,
SPY260406P00655000,SPY260406P00655000,Sell,Filled,1,1,0.5900000000,0.5900000000,DAY,04/06/2026 13:11:23 EDT,04/06/2026 13:11:23 EDT
SPY260406P00655000,SPY260406P00655000,Sell,Filled,1,1,0.5800000000,0.5800000000,DAY,04/06/2026 13:11:17 EDT,04/06/2026 13:11:17 EDT
SPY260406P00655000,SPY260406P00655000,Sell,Filled,1,1,0.5700000000,0.5700000000,DAY,04/06/2026 13:11:12 EDT,04/06/2026 13:11:12 EDT
SPY260406P00655000,SPY260406P00655000,Buy,Filled,4,4,0.5100000000,0.5100000000,DAY,04/06/2026 13:06:01 EDT,04/06/2026 13:06:01 EDT
QQQ260402P00577000,QQQ260402P00577000,Sell,Cancelled,0,2,@0.850,,DAY,04/02/2026 14:11:08 EDT,
QQQ260402P00577000,QQQ260402P00577000,Sell,Cancelled,0,2,0.010,,DAY,04/02/2026 14:11:08 EDT,
QQQ260402P00577000,QQQ260402P00577000,Sell,Cancelled,0,2,0.020,,DAY,04/02/2026 13:51:36 EDT,
QQQ260402P00577000,QQQ260402P00577000,Sell,Cancelled,0,2,@0.550,,DAY,04/02/2026 13:51:36 EDT,
QQQ260402P00577000,QQQ260402P00577000,Sell,Filled,1,1,0.2600000000,0.2600000000,DAY,04/02/2026 13:49:32 EDT,04/02/2026 13:49:32 EDT
QQQ260402P00577000,QQQ260402P00577000,Sell,Cancelled,0,5,0.010,,DAY,04/02/2026 13:17:11 EDT,
QQQ260402P00577000,QQQ260402P00577000,Sell,Cancelled,0,5,@0.800,,DAY,04/02/2026 13:17:11 EDT,
QQQ260402P00577000,QQQ260402P00577000,Buy,Filled,1,1,0.1800000000,0.1800000000,DAY,04/02/2026 13:16:39 EDT,04/02/2026 13:16:39 EDT
QQQ260402P00577000,QQQ260402P00577000,Sell,Cancelled,0,4,@1.44,,DAY,04/02/2026 11:46:00 EDT,
QQQ260402P00577000,QQQ260402P00577000,Sell,Cancelled,0,4,0.270,,DAY,04/02/2026 11:46:00 EDT,
QQQ260402P00577000,QQQ260402P00577000,Buy,Filled,4,4,0.5700000000,0.5700000000,DAY,04/02/2026 11:22:23 EDT,04/02/2026 11:22:23 EDT
QQQ260402C00589000,QQQ260402C00589000,Sell,Filled,4,4,0.2600000000,0.2600000000,DAY,04/02/2026 11:21:27 EDT,04/02/2026 11:21:27 EDT
QQQ260402C00589000,QQQ260402C00589000,Buy,Filled,2,2,0.4100000000,0.4100000000,DAY,04/02/2026 11:16:17 EDT,04/02/2026 11:16:17 EDT
QQQ260402C00589000,QQQ260402C00589000,Buy,Filled,2,2,@0.6900000000,0.6900000000,DAY,04/02/2026 10:58:16 EDT,04/02/2026 10:58:18 EDT
QQQ260402C00589000,QQQ260402C00589000,Sell,Cancelled,0,2,0.340,,DAY,04/02/2026 10:58:16 EDT,
QQQ260402C00589000,QQQ260402C00589000,Sell,Cancelled,0,2,@1.20,,DAY,04/02/2026 10:58:16 EDT,
QQQ260402P00575000,QQQ260402P00575000,Sell,Filled,1,1,0.4600000000,0.4600000000,DAY,04/02/2026 10:55:37 EDT,04/02/2026 10:55:37 EDT
QQQ260402P00575000,QQQ260402P00575000,Sell,Cancelled,0,1,@1.50,,DAY,04/02/2026 10:51:12 EDT,
QQQ260402P00575000,QQQ260402P00575000,Sell,Cancelled,0,1,0.290,,DAY,04/02/2026 10:51:12 EDT,
QQQ260402P00575000,QQQ260402P00575000,Sell,Filled,1,1,0.6600000000,0.6600000000,DAY,04/02/2026 10:51:05 EDT,04/02/2026 10:51:06 EDT
QQQ260402P00575000,QQQ260402P00575000,Sell,Cancelled,0,2,0.470,,DAY,04/02/2026 10:50:16 EDT,
QQQ260402P00575000,QQQ260402P00575000,Sell,Cancelled,0,2,@1.85,,DAY,04/02/2026 10:50:16 EDT,
QQQ260402P00575000,QQQ260402P00575000,Sell,Filled,1,1,0.6400000000,0.6400000000,DAY,04/02/2026 10:50:01 EDT,04/02/2026 10:50:01 EDT
QQQ260402P00575000,QQQ260402P00575000,Sell,Filled,1,1,0.6400000000,0.6400000000,DAY,04/02/2026 10:49:53 EDT,04/02/2026 10:49:53 EDT
QQQ260402P00575000,QQQ260402P00575000,Buy,Filled,4,4,0.5600000000,0.5600000000,DAY,04/02/2026 10:47:04 EDT,04/02/2026 10:47:04 EDT
QQQ260402C00584000,QQQ260402C00584000,Sell,Filled,1,1,0.7100000000,0.7100000000,DAY,04/02/2026 10:34:15 EDT,04/02/2026 10:34:15 EDT
QQQ260402C00584000,QQQ260402C00584000,Sell,Filled,1,1,0.6600000000,0.6600000000,DAY,04/02/2026 10:33:45 EDT,04/02/2026 10:33:45 EDT
QQQ260402C00584000,QQQ260402C00584000,Sell,Filled,1,1,0.6700000000,0.6700000000,DAY,04/02/2026 10:33:23 EDT,04/02/2026 10:33:23 EDT
QQQ260402C00584000,QQQ260402C00584000,Sell,Filled,1,1,0.6200000000,0.6200000000,DAY,04/02/2026 10:33:16 EDT,04/02/2026 10:33:16 EDT
QQQ260402C00584000,QQQ260402C00584000,Sell,Filled,1,1,0.5000000000,0.5000000000,DAY,04/02/2026 10:33:07 EDT,04/02/2026 10:33:07 EDT
QQQ260402C00584000,QQQ260402C00584000,Sell,Filled,1,1,0.3900000000,0.3900000000,DAY,04/02/2026 10:31:14 EDT,04/02/2026 10:31:14 EDT
QQQ260402C00584000,QQQ260402C00584000,Buy,Filled,2,2,0.4000000000,0.4000000000,DAY,04/02/2026 10:26:05 EDT,04/02/2026 10:26:05 EDT
QQQ260402C00584000,QQQ260402C00584000,Buy,Filled,4,4,0.5000000000,0.5000000000,DAY,04/02/2026 10:24:38 EDT,04/02/2026 10:24:38 EDT
SPY260402C00655000,SPY260402C00655000,Sell,Filled,1,1,@0.4400000000,0.4400000000,DAY,04/02/2026 10:16:41 EDT,04/02/2026 10:16:56 EDT
SPY260402C00655000,SPY260402C00655000,Sell,Cancelled,0,1,@0.730,,DAY,04/02/2026 10:16:41 EDT,
SPY260402C00655000,SPY260402C00655000,Sell,Filled,1,1,0.5900000000,0.5900000000,DAY,04/02/2026 10:16:33 EDT,04/02/2026 10:16:33 EDT
SPY260402C00655000,SPY260402C00655000,Sell,Filled,1,1,0.5800000000,0.5800000000,DAY,04/02/2026 10:16:32 EDT,04/02/2026 10:16:32 EDT
SPY260402C00655000,SPY260402C00655000,Buy,Filled,3,3,0.4400000000,0.4400000000,DAY,04/02/2026 10:15:02 EDT,04/02/2026 10:15:02 EDT
IWM260402C00248000,IWM260402C00248000,Sell,Cancelled,0,2,@1.16,,DAY,04/02/2026 10:11:52 EDT,
IWM260402C00248000,IWM260402C00248000,Sell,Filled,2,2,@0.6900000000,0.6900000000,DAY,04/02/2026 10:11:52 EDT,04/02/2026 10:12:24 EDT
IWM260402C00248000,IWM260402C00248000,Sell,Filled,1,1,0.7800000000,0.7800000000,DAY,04/02/2026 10:11:45 EDT,04/02/2026 10:11:45 EDT
IWM260402C00248000,IWM260402C00248000,Sell,Filled,1,1,0.8100000000,0.8100000000,DAY,04/02/2026 10:11:36 EDT,04/02/2026 10:11:36 EDT
IWM260402C00248000,IWM260402C00248000,Buy,Filled,4,4,0.7000000000,0.7000000000,DAY,04/02/2026 10:07:21 EDT,04/02/2026 10:07:21 EDT
QQQ260402P00566000,QQQ260402P00566000,Sell,Filled,3,3,0.6800000000,0.6800000000,DAY,04/02/2026 09:40:59 EDT,04/02/2026 09:40:59 EDT
QQQ260402P00566000,QQQ260402P00566000,Buy,Filled,3,3,0.6000000000,0.6000000000,DAY,04/02/2026 09:39:35 EDT,04/02/2026 09:39:35 EDT
QQQ260401C00586000,QQQ260401C00586000,Sell,Filled,1,1,0.2000000000,0.2000000000,DAY,04/01/2026 15:28:47 EDT,04/01/2026 15:28:47 EDT
QQQ260401C00586000,QQQ260401C00586000,Sell,Cancelled,0,1,0.010,,DAY,04/01/2026 15:23:46 EDT,
QQQ260401C00586000,QQQ260401C00586000,Sell,Cancelled,0,1,@1.90,,DAY,04/01/2026 15:23:46 EDT,
QQQ260401C00586000,QQQ260401C00586000,Sell,Cancelled,0,1,0.010,,DAY,04/01/2026 15:23:06 EDT,
QQQ260401C00586000,QQQ260401C00586000,Sell,Cancelled,0,1,@0.400,,DAY,04/01/2026 15:23:06 EDT,
QQQ260401C00586000,QQQ260401C00586000,Sell,Filled,1,1,@0.2500000000,0.2500000000,DAY,04/01/2026 15:22:22 EDT,04/01/2026 15:26:23 EDT
QQQ260401C00586000,QQQ260401C00586000,Sell,Cancelled,0,1,0.010,,DAY,04/01/2026 15:22:22 EDT,
QQQ260401C00586000,QQQ260401C00586000,Sell,Cancelled,0,3,@0.500,,DAY,04/01/2026 15:06:15 EDT,
QQQ260401C00586000,QQQ260401C00586000,Sell,Cancelled,0,3,0.010,,DAY,04/01/2026 15:06:15 EDT,
QQQ260401C00586000,QQQ260401C00586000,Sell,Cancelled,0,3,0.080,,DAY,04/01/2026 15:02:20 EDT,
QQQ260401C00586000,QQQ260401C00586000,Sell,Cancelled,0,3,@0.500,,DAY,04/01/2026 15:02:20 EDT,
QQQ260401P00581000,QQQ260401P00581000,Sell,Filled,1,1,0.2100000000,0.2100000000,DAY,04/01/2026 15:00:41 EDT,04/01/2026 15:00:41 EDT
QQQ260401C00586000,QQQ260401C00586000,Buy,Filled,3,3,0.1000000000,0.1000000000,DAY,04/01/2026 14:56:59 EDT,04/01/2026 14:56:59 EDT
QQQ260401P00581000,QQQ260401P00581000,Sell,Cancelled,0,1,0.200,,DAY,04/01/2026 14:45:59 EDT,
QQQ260401P00581000,QQQ260401P00581000,Sell,Cancelled,0,1,@1.11,,DAY,04/01/2026 14:45:59 EDT,
QQQ260401P00581000,QQQ260401P00581000,Sell,Filled,1,1,0.2500000000,0.2500000000,DAY,04/01/2026 14:45:48 EDT,04/01/2026 14:45:48 EDT
QQQ260401P00581000,QQQ260401P00581000,Sell,Filled,1,1,0.2400000000,0.2400000000,DAY,04/01/2026 14:44:19 EDT,04/01/2026 14:44:19 EDT
QQQ260401P00581000,QQQ260401P00581000,Buy,Filled,3,3,0.1900000000,0.1900000000,DAY,04/01/2026 14:42:03 EDT,04/01/2026 14:42:03 EDT
QQQ260401P00577000,QQQ260401P00577000,Sell,Filled,4,4,0.1000000000,0.1000000000,DAY,04/01/2026 14:26:06 EDT,04/01/2026 14:26:07 EDT
QQQ260401P00583000,QQQ260401P00583000,Sell,Filled,1,1,@0.8000000000,0.8000000000,DAY,04/01/2026 14:17:59 EDT,04/01/2026 14:19:51 EDT
QQQ260401P00583000,QQQ260401P00583000,Sell,Cancelled,0,1,@1.20,,DAY,04/01/2026 14:17:59 EDT,
QQQ260401P00583000,QQQ260401P00583000,Sell,Filled,1,1,0.7300000000,0.7300000000,DAY,04/01/2026 14:17:47 EDT,04/01/2026 14:17:47 EDT
QQQ260401P00583000,QQQ260401P00583000,Sell,Filled,1,1,0.6300000000,0.6300000000,DAY,04/01/2026 14:16:30 EDT,04/01/2026 14:16:30 EDT
QQQ260401P00583000,QQQ260401P00583000,Sell,Filled,1,1,0.5800000000,0.5800000000,DAY,04/01/2026 14:16:22 EDT,04/01/2026 14:16:22 EDT
QQQ260401P00583000,QQQ260401P00583000,Sell,Filled,1,1,0.5400000000,0.5400000000,DAY,04/01/2026 14:15:46 EDT,04/01/2026 14:15:46 EDT
QQQ260401P00583000,QQQ260401P00583000,Buy,Filled,5,5,0.4500000000,0.4500000000,DAY,04/01/2026 14:13:14 EDT,04/01/2026 14:13:14 EDT
QQQ260401C00587000,QQQ260401C00587000,Sell,Filled,2,2,0.2800000000,0.2800000000,DAY,04/01/2026 14:06:16 EDT,04/01/2026 14:06:16 EDT
QQQ260401C00587000,QQQ260401C00587000,Sell,Filled,1,1,0.2900000000,0.2900000000,DAY,04/01/2026 14:06:09 EDT,04/01/2026 14:06:09 EDT
QQQ260401C00587000,QQQ260401C00587000,Sell,Cancelled,0,3,0.250,,DAY,04/01/2026 14:05:52 EDT,
QQQ260401C00587000,QQQ260401C00587000,Sell,Cancelled,0,3,@0.860,,DAY,04/01/2026 14:05:52 EDT,
QQQ260401C00587000,QQQ260401C00587000,Sell,Filled,2,2,0.3150000000,0.3150000000,DAY,04/01/2026 14:05:09 EDT,04/01/2026 14:05:09 EDT
QQQ260401C00587000,QQQ260401C00587000,Buy,Filled,5,5,0.2900000000,0.2900000000,DAY,04/01/2026 14:04:48 EDT,04/01/2026 14:04:48 EDT
QQQ260401P00586000,QQQ260401P00586000,Sell,Filled,1,1,@1.3000000000,1.3000000000,DAY,04/01/2026 13:52:58 EDT,04/01/2026 14:01:30 EDT
QQQ260401P00586000,QQQ260401P00586000,Sell,Cancelled,0,1,0.990,,DAY,04/01/2026 13:52:58 EDT,
QQQ260401P00586000,QQQ260401P00586000,Sell,Filled,1,1,0.7600000000,0.7600000000,DAY,04/01/2026 13:52:50 EDT,04/01/2026 13:52:50 EDT
QQQ260401P00586000,QQQ260401P00586000,Sell,Filled,1,1,0.6800000000,0.6800000000,DAY,04/01/2026 13:49:37 EDT,04/01/2026 13:49:37 EDT
QQQ260401P00586000,QQQ260401P00586000,Sell,Filled,1,1,0.6500000000,0.6500000000,DAY,04/01/2026 13:44:34 EDT,04/01/2026 13:44:34 EDT
QQQ260401P00586000,QQQ260401P00586000,Sell,Cancelled,0,2,@1.26,,DAY,04/01/2026 13:44:05 EDT,
QQQ260401P00586000,QQQ260401P00586000,Sell,Cancelled,0,2,0.630,,DAY,04/01/2026 13:44:05 EDT,
QQQ260401P00586000,QQQ260401P00586000,Sell,Filled,1,1,0.5700000000,0.5700000000,DAY,04/01/2026 13:43:24 EDT,04/01/2026 13:43:25 EDT
QQQ260401P00586000,QQQ260401P00586000,Buy,Filled,5,5,0.4900000000,0.4900000000,DAY,04/01/2026 13:39:47 EDT,04/01/2026 13:39:47 EDT
QQQ260401P00586000,QQQ260401P00586000,Sell,Filled,2,2,0.5100000000,0.5100000000,DAY,04/01/2026 13:38:35 EDT,04/01/2026 13:38:35 EDT
QQQ260401P00586000,QQQ260401P00586000,Sell,Cancelled,0,2,0.420,,DAY,04/01/2026 13:35:19 EDT,
QQQ260401P00586000,QQQ260401P00586000,Sell,Cancelled,0,2,@1.07,,DAY,04/01/2026 13:35:19 EDT,
QQQ260401P00586000,QQQ260401P00586000,Sell,Filled,1,1,0.6100000000,0.6100000000,DAY,04/01/2026 13:35:09 EDT,04/01/2026 13:35:09 EDT
QQQ260401P00586000,QQQ260401P00586000,Sell,Filled,1,1,0.5200000000,0.5200000000,DAY,04/01/2026 13:34:16 EDT,04/01/2026 13:34:17 EDT
QQQ260401P00586000,QQQ260401P00586000,Sell,Filled,1,1,0.5000000000,0.5000000000,DAY,04/01/2026 13:34:06 EDT,04/01/2026 13:34:06 EDT
QQQ260401P00586000,QQQ260401P00586000,Sell,Cancelled,0,5,0.200,,DAY,04/01/2026 13:29:51 EDT,
QQQ260401P00586000,QQQ260401P00586000,Sell,Cancelled,0,5,@0.880,,DAY,04/01/2026 13:29:51 EDT,
QQQ260401P00586000,QQQ260401P00586000,Buy,Filled,5,5,0.4200000000,0.4200000000,DAY,04/01/2026 13:28:05 EDT,04/01/2026 13:28:05 EDT
QQQ260401C00589000,QQQ260401C00589000,Sell,Filled,8,8,0.2400000000,0.2400000000,DAY,04/01/2026 13:27:11 EDT,04/01/2026 13:27:11 EDT
QQQ260401C00589000,QQQ260401C00589000,Sell,Cancelled,0,5,@0.660,,DAY,04/01/2026 13:03:21 EDT,
QQQ260401C00589000,QQQ260401C00589000,Sell,Cancelled,0,5,0.160,,DAY,04/01/2026 13:03:21 EDT,
QQQ260401C00589000,QQQ260401C00589000,Sell,Cancelled,0,8,0.180,,DAY,04/01/2026 12:44:40 EDT,
QQQ260401C00589000,QQQ260401C00589000,Sell,Cancelled,0,8,@0.530,,DAY,04/01/2026 12:44:40 EDT,
QQQ260401C00589000,QQQ260401C00589000,Sell,Filled,2,2,0.3800000000,0.3800000000,DAY,04/01/2026 12:19:29 EDT,04/01/2026 12:19:30 EDT
QQQ260401C00589000,QQQ260401C00589000,Buy,Filled,10,10,0.3600000000,0.3600000000,DAY,04/01/2026 12:18:48 EDT,04/01/2026 12:18:48 EDT
QQQ260401P00577000,QQQ260401P00577000,Sell,Cancelled,0,5,@0.320,,DAY,04/01/2026 11:43:07 EDT,
QQQ260401P00577000,QQQ260401P00577000,Sell,Cancelled,0,5,0.050,,DAY,04/01/2026 11:43:07 EDT,
QQQ260401P00577000,QQQ260401P00577000,Buy,Filled,5,5,0.1200000000,0.1200000000,DAY,04/01/2026 11:41:28 EDT,04/01/2026 11:41:28 EDT
QQQ260401P00577000,QQQ260401P00577000,Sell,Cancelled,0,3,0.190,,DAY,04/01/2026 10:44:28 EDT,
QQQ260401P00577000,QQQ260401P00577000,Sell,Cancelled,0,3,@0.590,,DAY,04/01/2026 10:44:28 EDT,
QQQ260401P00577000,QQQ260401P00577000,Buy,Filled,2,2,0.3200000000,0.3200000000,DAY,04/01/2026 10:38:44 EDT,04/01/2026 10:38:44 EDT
QQQ260401P00577000,QQQ260401P00577000,Sell,Cancelled,0,5,0.230,,DAY,04/01/2026 10:27:57 EDT,
QQQ260401P00577000,QQQ260401P00577000,Sell,Cancelled,0,5,@0.200,,DAY,04/01/2026 10:27:57 EDT,
QQQ260401P00577000,QQQ260401P00577000,Buy,Filled,3,3,0.3400000000,0.3400000000,DAY,04/01/2026 10:24:34 EDT,04/01/2026 10:24:34 EDT
QQQ260401P00577000,QQQ260401P00577000,Buy,Filled,5,5,0.5100000000,0.5100000000,DAY,04/01/2026 10:10:28 EDT,04/01/2026 10:10:28 EDT
QQQ260331P00570000,QQQ260331P00570000,Sell,Filled,1,1,0.3600000000,0.3600000000,DAY,03/31/2026 13:13:55 EDT,03/31/2026 13:13:55 EDT
QQQ260331P00570000,QQQ260331P00570000,Sell,Filled,1,1,0.5700000000,0.5700000000,DAY,03/31/2026 13:10:01 EDT,03/31/2026 13:10:01 EDT
QQQ260331P00570000,QQQ260331P00570000,Buy,Filled,2,2,0.5000000000,0.5000000000,DAY,03/31/2026 13:06:48 EDT,03/31/2026 13:06:48 EDT
QQQ260331C00571000,QQQ260331C00571000,Sell,Filled,1,1,@2.8400000000,2.8400000000,DAY,03/31/2026 12:16:47 EDT,03/31/2026 12:40:40 EDT
QQQ260331C00571000,QQQ260331C00571000,Sell,Cancelled,0,1,@5.43,,DAY,03/31/2026 12:16:47 EDT,
QQQ260331C00571000,QQQ260331C00571000,Sell,Filled,1,1,0.4700000000,0.4700000000,DAY,03/31/2026 12:16:27 EDT,03/31/2026 12:16:27 EDT
QQQ260331C00571000,QQQ260331C00571000,Sell,Filled,1,1,0.3800000000,0.3800000000,DAY,03/31/2026 12:16:03 EDT,03/31/2026 12:16:03 EDT
QQQ260331C00571000,QQQ260331C00571000,Sell,Filled,1,1,0.4100000000,0.4100000000,DAY,03/31/2026 12:08:59 EDT,03/31/2026 12:08:59 EDT
QQQ260331C00571000,QQQ260331C00571000,Sell,Filled,1,1,0.4300000000,0.4300000000,DAY,03/31/2026 12:08:37 EDT,03/31/2026 12:08:37 EDT
QQQ260331C00571000,QQQ260331C00571000,Sell,Filled,1,1,0.4300000000,0.4300000000,DAY,03/31/2026 12:08:20 EDT,03/31/2026 12:08:20 EDT
QQQ260331C00571000,QQQ260331C00571000,Sell,Filled,1,1,0.4000000000,0.4000000000,DAY,03/31/2026 12:07:48 EDT,03/31/2026 12:07:48 EDT
QQQ260331C00571000,QQQ260331C00571000,Sell,Filled,1,1,0.4100000000,0.4100000000,DAY,03/31/2026 12:07:39 EDT,03/31/2026 12:07:39 EDT
QQQ260331C00571000,QQQ260331C00571000,Sell,Filled,2,2,@0.2600000000,0.2600000000,DAY,03/31/2026 12:02:01 EDT,03/31/2026 12:02:01 EDT
QQQ260331C00571000,QQQ260331C00571000,Buy,Filled,2,2,0.2000000000,0.2000000000,DAY,03/31/2026 12:01:01 EDT,03/31/2026 12:01:01 EDT
QQQ260331C00571000,QQQ260331C00571000,Buy,Filled,3,3,0.2500000000,0.2500000000,DAY,03/31/2026 11:46:54 EDT,03/31/2026 11:46:54 EDT
QQQ260331C00571000,QQQ260331C00571000,Buy,Filled,5,5,0.4500000000,0.4500000000,DAY,03/31/2026 11:36:53 EDT,03/31/2026 11:36:53 EDT
QQQ260331P00562000,QQQ260331P00562000,Sell,Cancelled,0,1,@0.920,,DAY,03/31/2026 10:49:23 EDT,
QQQ260331P00562000,QQQ260331P00562000,Sell,Filled,1,1,@0.7200000000,0.7200000000,DAY,03/31/2026 10:49:23 EDT,03/31/2026 10:49:41 EDT
